


Method: solveWithScheduleKochetovStolyar2003
probabilityKP	probabilitySN	tabuListSize	changingInterval	maxIterationNumber
0,5	0,2	5	10	5000
Name	duration	error to record, %	error to critical path, %	calculation time, sec.	is valid
11_3	210	3,44828	125,806	45	OK
11_4	210	7,14286	118,75	47	OK
11_5	221	4,73934	127,835	44	OK
11_6	225	6,13208	147,253	44	OK
11_7	171	4,90798	108,537	41	OK
11_8	172	6,17284	81,0526	43	OK
11_9	181	4,62428	138,158	45	OK
11_10	191	5,52486	112,222	45	OK
12_1	145	5,07246	54,2553	39	OK
12_2	123	5,12821	70,8333	39	OK
12_3	142	4,41176	69,0476	41	OK
12_4	131	4,8	39,3617	41	OK
12_5	173	6,79012	76,5306	44	OK
12_6	128	5,78512	56,0976	41	OK
12_7	125	4,16667	50,6024	38	OK
12_8	124	4,20168	72,2222	41	OK
12_9	111	5,71429	44,1558	38	OK
12_10	149	4,1958	77,381	42	OK
13_1	131	3,14961	8,26446	40	OK
13_2	91	2,24719	26,3889	34	OK
13_3	121	2,54237	14,1509	41	OK
14_7	92	1,0989	3,37079	37	OK
14_8	114	1,78571	12,8713	39	OK
14_9	101	0	0	34	OK
14_10	83	2,46914	3,75	33	OK
15_1	81	0	0	30	OK
15_2	75	0	0	31	OK
15_3	87	0	0	33	OK
18_8	109	2,83019	23,8636	39	OK
18_9	93	2,1978	22,3684	37	OK
18_10	101	3,06122	20,2381	37	OK
16_9	218	6,34146	147,727	46	OK
16_10	223	4,69484	127,551	47	OK
17_1	148	5,71429	70,1149	43	OK
17_2	128	4,06504	72,973	42	OK
17_3	113	4,62963	56,9444	39	OK
17_4	125	4,16667	37,3626	42	OK
17_5	135	4,65116	50	42	OK
17_6	140	2,94118	105,882	41	OK
17_7	154	5,47945	57,1429	44	OK
37_4	171	4,90798	80	40	OK
37_5	214	3,8835	87,7193	45	OK
37_6	171	4,90798	62,8571	45	OK
37_7	172	6,8323	109,756	42	OK
37_8	188	5,61798	62,069	41	OK
37_9	148	4,22535	80,4878	41	OK
37_10	138	4,54545	72,5	39	OK
38_1	111	2,77778	7,76699	39	OK
38_2	129	4,03226	40,2174	39	OK
38_3	162	4,51613	54,2857	39	OK
38_4	146	4,28571	25,8621	42	OK
38_5	118	3,50877	24,2105	37	OK
38_6	127	4,09836	33,6842	39	OK
38_7	107	1,90476	17,5824	37	OK
38_8	130	4	32,6531	39	OK
19_1	88	0	0	36	OK
19_2	84	1,20482	3,7037	36	OK
19_3	87	2,35294	20,8333	36	OK
19_4	109	2,83019	18,4783	38	OK
19_5	107	3,8835	25,8824	38	OK
19_6	92	2,22222	15	38	OK
19_7	93	0	0	38	OK
19_8	94	1,07527	1,07527	38	OK
28_3	101	0	0	31	OK
28_4	115	2,67857	11,6505	35	OK
28_5	102	0	0	30	OK
28_6	103	0	0	34	OK
28_7	112	2,75229	15,4639	35	OK
28_8	102	3,0303	17,2414	33	OK
28_9	100	2,04082	7,52688	33	OK
28_10	119	2,58621	9,17431	34	OK
29_1	104	0	0	28	OK
29_2	91	0	0	29	OK
29_3	99	1,02041	23,75	32	OK
31_4	231	5,47945	106,25	42	OK
31_5	212	6	118,557	44	OK
31_6	201	4,6875	99,0099	44	OK
31_7	217	5,33981	97,2727	44	OK
31_8	203	5,72917	120,652	43	OK
31_9	201	6,34921	103,03	44	OK
20_6	80	0	0	29	OK
20_7	81	0	0	30	OK
20_8	107	0	0	37	OK
20_9	80	0	0	33	OK
20_10	81	0	0	32	OK
21_1	117	2,63158	19,3878	29	OK
21_2	117	0	34,4828	29	OK
32_4	141	3,67647	30,5556	38	OK
32_5	145	5,07246	46,4646	39	OK
32_6	134	4,6875	42,5532	38	OK
32_7	125	2,45902	20,1923	40	OK
32_8	140	3,7037	72,8395	40	OK
32_9	131	3,14961	52,3256	38	OK
32_10	137	4,58015	50,5495	41	OK
33_1	110	2,80374	11,1111	36	OK
33_2	117	3,53982	27,1739	36	OK
33_3	112	4,6729	27,2727	37	OK
33_4	116	3,57143	19,5876	37	OK
33_5	149	4,92958	37,963	40	OK
33_6	120	4,34783	4,34783	37	OK
33_7	127	3,25203	36,5591	39	OK
33_8	116	4,5045	28,8889	37	OK
33_9	119	4,38596	16,6667	37	OK
29_4	80	0	3,8961	30	OK
29_5	102	0	0	32	OK
29_6	92	1,0989	4,54545	32	OK
29_7	97	0	0	28	OK
29_8	80	0	0	30	OK
29_9	97	0	0	29	OK
29_10	96	0	0	27	OK
30_1	102	0	0	28	OK
30_2	112	0	0	28	OK
24_4	101	0	0	26	OK
24_5	86	0	0	24	OK
24_6	95	0	0	24	OK
24_7	112	0	2,75229	24	OK
24_8	104	0	0	24	OK
24_9	82	0	7,89474	24	OK
24_10	91	0	0	26	OK
25_1	82	0	0	24	OK
25_2	108	0	0	22	OK
25_3	100	0	0	21	OK
25_4	117	0	0	23	OK
25_5	100	0	0	19	OK
25_6	92	0	1,0989	24	OK
25_7	92	0	1,0989	25	OK
25_8	80	0	5,26316	26	OK
25_9	94	0	0	20	OK
25_10	92	0	0	23	OK
26_1	175	3,5503	82,2917	37	OK
26_2	176	4,14201	81,4433	35	OK
26_3	174	4,19162	87,0968	37	OK
26_4	180	4,65116	66,6667	37	OK
26_5	162	5,88235	100	34	OK
26_6	196	4,81283	60,6557	37	OK
26_7	163	3,82166	96,3855	37	OK
26_8	185	5,11364	76,1905	36	OK
26_9	183	6,39535	47,5806	40	OK
26_10	195	6,55738	59,8361	38	OK
27_1	113	4,62963	46,7532	34	OK
27_2	120	4,34783	37,931	34	OK
27_3	147	2,08333	50	36	OK
27_4	110	1,85185	29,4118	35	OK
27_5	114	2,7027	28,0899	34	OK
27_6	150	3,44828	54,6392	37	OK
27_7	131	4,8	31	36	OK
27_8	145	3,57143	34,2593	38	OK
27_9	132	3,125	38,9474	36	OK
27_10	119	3,47826	13,3333	36	OK
28_1	110	1,85185	12,2449	34	OK
28_2	110	0	0	33	OK
30_8	79	0	0	27	OK
30_9	93	0	0	28	OK
30_10	86	0	0	27	OK
31_1	212	7,07071	130,435	42	OK
31_2	205	6,21762	150	40	OK
31_3	184	5,74713	130	42	OK
31_10	243	7,04846	170	43	OK
32_1	152	3,40136	53,5354	41	OK
32_2	136	3,81679	36	39	OK
32_3	151	4,13793	49,505	41	OK
33_10	111	4,71698	26,1364	37	OK
34_1	79	1,28205	9,72222	33	OK
34_2	107	1,90476	12,6316	36	OK
34_3	103	0,980392	9,57447	37	OK
34_4	95	0	1,06383	33	OK
34_5	106	2,91262	7,07071	36	OK
34_6	100	0	0	35	OK
34_7	105	0	0	35	OK
34_8	90	1,1236	11,1111	34	OK
34_9	97	2,10526	16,8675	35	OK
34_10	101	0	0	35	OK
35_1	87	0	0	28	OK
35_2	113	1,8018	1,8018	35	OK
35_3	77	0	0	33	OK
35_4	101	0	0	34	OK
35_5	94	1,07527	2,17391	34	OK
35_6	86	0	0	29	OK
35_7	99	0	0	30	OK
35_8	101	0	0	32	OK
35_9	91	0	0	33	OK
35_10	86	0	0	29	OK
36_1	223	6,19048	127,551	45	OK
36_2	238	6,72646	167,416	45	OK
36_3	241	5,24017	164,835	47	OK
36_4	252	6,77966	162,5	43	OK
36_5	240	4,80349	152,632	44	OK
36_6	242	7,55556	139,604	45	OK
36_7	219	5,28846	112,621	46	OK
36_8	182	5,81395	119,277	41	OK
36_9	235	6,33484	125,962	43	OK
36_10	229	6,01852	151,648	46	OK
37_1	152	4,82759	58,3333	41	OK
37_2	151	4,13793	75,5814	40	OK
37_3	148	6,47482	46,5347	40	OK
38_9	139	3,73134	3,73134	43	OK
38_10	144	2,85714	50	39	OK
39_1	96	1,05263	1,05263	36	OK
39_2	112	3,7037	7,69231	37	OK
39_3	114	2,7027	14	36	OK
40_6	90	0	0	31	OK
40_7	91	0	0	30	OK
40_8	97	0	0	34	OK
40_9	117	0	0	34	OK
40_10	96	0	0	30	OK
41_1	127	0	23,301	28	OK
41_2	141	0	42,4242	28	OK
41_3	142	0,70922	19,3277	27	OK
41_4	119	2,58621	36,7816	25	OK
41_5	138	0	20	26	OK
41_6	114	0,884956	25,2747	26	OK
41_7	109	0	19,7802	26	OK
41_8	139	0,724638	26,3636	25	OK
41_9	124	2,47934	30,5263	27	OK
41_10	139	2,20588	14,876	26	OK
42_1	110	1,85185	20,8791	27	OK
42_2	126	0	0	28	OK
42_3	106	0	6	24	OK
42_4	106	1,92308	3,92157	27	OK
42_5	121	0,833333	12,037	27	OK
42_6	119	0	35,2273	25	OK
42_7	123	0	4,23729	26	OK
42_8	115	1,76991	13,8614	28	OK
42_9	104	0	8,33333	26	OK
42_10	119	0,847458	16,6667	27	OK
43_1	105	0	5	25	OK
43_2	120	0	4,34783	24	OK
43_3	95	0	0	27	OK
43_4	105	0	5	24	OK
43_5	105	0	7,14286	25	OK
43_6	98	0	15,2941	25	OK
43_7	122	0	4,2735	27	OK
43_8	115	0	0	25	OK
43_9	105	0	3,9604	25	OK
43_10	113	0	1,8018	25	OK
44_1	100	0	0	22	OK
44_2	112	0	9,80392	24	OK
44_3	107	0	0	24	OK
44_4	95	0	2,15054	25	OK
44_5	98	0	4,25532	25	OK
44_6	106	0	0	24	OK
44_7	98	0	0	24	OK
44_8	108	0	2,85714	24	OK
44_9	91	0	0	23	OK
44_10	98	0	0	26	OK
45_1	108	0	0	22	OK
45_2	91	0	0	23	OK
45_3	98	0	0	22	OK
45_4	103	0	0	22	OK
45_5	116	0	1,75439	26	OK
45_6	125	0	0	24	OK
45_7	103	0	0	23	OK
45_8	103	0	0	23	OK
45_9	114	0	0	22	OK
45_10	99	0	0	23	OK
46_1	199	5,85106	67,2269	37	OK
46_2	210	6,06061	79,4872	35	OK
46_3	185	5,71429	77,8846	34	OK
46_4	178	4,70588	97,7778	34	OK
46_5	159	6,71141	63,9175	34	OK
46_6	182	2,24719	87,6289	34	OK
46_7	178	4,70588	67,9245	33	OK
46_8	183	3,38983	90,625	35	OK
46_9	172	3,61446	81,0526	35	OK
46_10	197	4,78723	87,619	36	OK
47_1	143	4,37956	33,6449	34	OK
47_2	136	3,0303	27,1028	33	OK
47_3	129	3,2	30,303	34	OK
47_4	137	3,78788	29,2453	33	OK
47_5	133	4,72441	25,4717	35	OK
47_6	143	4,37956	43	34	OK
47_7	122	3,38983	41,8605	33	OK
47_8	136	2,25564	67,9012	34	OK
47_9	146	1,38889	40,3846	34	OK
47_10	136	3,0303	33,3333	35	OK
48_1	101	1	6,31579	33	OK
48_2	115	1,76991	30,6818	34	OK
48_3	114	1,78571	9,61539	34	OK
48_4	130	2,3622	23,8095	34	OK
48_5	112	1,81818	20,4301	32	OK
48_6	107	1,90476	13,8298	31	OK
48_7	110	2,80374	7,84314	32	OK
48_8	118	1,72414	14,5631	31	OK
48_9	115	1,76991	13,8614	33	OK
48_10	115	3,6036	12,7451	31	OK
49_1	96	0	0	28	OK
49_2	111	1,83486	11	33	OK
49_3	97	1,04167	4,30108	32	OK
49_4	97	1,04167	7,77778	31	OK
49_5	90	1,1236	9,7561	28	OK
49_6	128	0	0	29	OK
49_7	101	2,0202	4,12371	30	OK
49_8	114	0,884956	1,78571	33	OK
49_9	98	1,03093	1,03093	30	OK
49_10	98	1,03093	12,6437	30	OK
50_1	116	0	0	27	OK
50_2	112	0	0	32	OK
50_3	111	0	0	27	OK
50_4	100	0	6,38298	30	OK
50_5	100	0	0	30	OK
50_6	102	0	0	26	OK
50_7	137	0	0	28	OK
50_8	112	0	0	27	OK
50_9	101	0	0	27	OK
50_10	103	0	0	30	OK
51_1	219	6,31068	119	39	OK
51_2	232	4,97738	152,174	39	OK
51_3	230	4,54545	147,312	38	OK
51_4	223	5,18868	145,055	41	OK
51_5	246	6,95652	141,176	40	OK
51_6	227	5,5814	118,269	40	OK
51_7	224	5,66038	146,154	39	OK
51_8	223	8,25243	162,353	40	OK
51_9	224	6,16114	115,385	39	OK
51_10	240	5,72687	122,222	41	OK
52_1	186	5,68182	64,6018	38	OK
52_2	191	4,37158	72,0721	38	OK
52_3	140	4,47761	37,2549	36	OK
52_4	179	5,29412	58,4071	38	OK
52_5	179	6,54762	58,4071	38	OK
52_6	207	5,61224	75,4237	40	OK
52_7	156	4,69799	64,2105	37	OK
52_8	165	4,43038	44,7368	37	OK
52_9	157	4,66667	78,4091	38	OK
52_10	150	4,16667	64,8352	37	OK
53_1	149	3,47222	21,1382	36	OK
53_2	119	3,47826	10,1852	36	OK
53_3	116	3,57143	12,6214	35	OK
53_4	148	2,06897	26,4957	37	OK
53_5	115	1,76991	19,7917	36	OK
53_6	110	3,77358	39,2405	35	OK
53_7	121	1,68067	4,31034	36	OK
53_8	144	3,59712	39,8058	36	OK
53_9	175	6,06061	34,6154	41	OK
53_10	137	3,78788	23,4234	36	OK
54_1	107	1,90476	9,18367	33	OK
54_2	134	0	0	30	OK
54_3	111	0	0	37	OK
54_4	121	0,833333	1,68067	35	OK
54_5	111	1,83486	20,6522	34	OK
54_6	111	1,83486	11	35	OK
54_7	114	2,7027	16,3265	36	OK
54_8	105	2,94118	17,9775	33	OK
54_9	110	2,80374	15,7895	35	OK
54_10	110	1,85185	10	32	OK
55_1	103	3	4,0404	34	OK
55_2	83	0	0	27	OK
55_3	126	0	0	29	OK
55_4	90	0	0	32	OK
55_5	106	0	0	32	OK
55_6	102	2	4,08163	34	OK
55_7	105	0	0	27	OK
55_8	101	0	0	35	OK
55_9	94	0	0	31	OK
55_10	100	0	0	33	OK
56_1	251	5,90717	164,211	42	OK
56_2	217	6,37255	149,425	40	OK
56_3	257	6,639	176,344	41	OK
56_4	237	6,75676	175,581	40	OK
56_5	294	5	151,282	42	OK
56_6	225	5,14019	136,842	41	OK
56_7	297	4,947	153,846	43	OK
56_8	303	4,84429	206,061	42	OK
56_9	307	6,59722	203,96	44	OK
56_10	275	6,17761	169,608	41	OK
57_1	196	5,94595	71,9298	42	OK
57_2	167	3,72671	60,5769	39	OK
57_3	191	3,80435	66,087	43	OK
57_4	208	4	73,3333	40	OK
57_5	188	5,02793	95,8333	40	OK
57_6	199	5,29101	101,01	39	OK
57_7	175	5,42169	52,1739	41	OK
57_8	170	4,93827	97,6744	39	OK
57_9	178	6,58683	64,8148	40	OK
57_10	174	4,19162	43,8017	40	OK
58_1	148	4,96454	22,314	38	OK
58_2	131	3,96825	23,5849	38	OK
58_3	125	4,16667	37,3626	36	OK
58_4	152	4,82759	55,102	39	OK
58_5	123	2,5	21,7822	38	OK
58_6	146	4,28571	41,7476	39	OK
58_7	153	4,08163	34,2105	39	OK
58_8	139	5,30303	40,404	39	OK
58_9	135	3,84615	46,7391	37	OK
58_10	137	4,58015	39,7959	38	OK
59_1	116	1,75439	13,7255	34	OK
59_2	108	1,88679	20	37	OK
59_3	110	1,85185	1,85185	36	OK
59_4	110	1,85185	2,80374	35	OK
59_5	108	1,88679	11,3402	36	OK
59_6	118	2,6087	14,5631	37	OK
59_7	116	3,57143	28,8889	35	OK
59_8	113	2,72727	15,3061	37	OK
59_9	122	2,52101	8,92857	36	OK
59_10	138	4,54545	30,1887	35	OK
60_1	101	0	0	32	OK
60_2	85	2,40964	4,93827	31	OK
60_3	91	2,24719	12,3457	33	OK
60_4	105	1,94175	3,9604	34	OK
60_5	107	1,90476	11,4583	35	OK
60_6	110	0	0	36	OK
60_7	97	2,10526	15,4762	33	OK
60_8	102	0,990099	0,990099	35	OK
60_9	101	0	0	31	OK
60_10	90	1,1236	5,88235	31	OK
average		2,27602	32,8392	33,3467
